"3 Castellanos, Benjamin",12,Club Social y Deportivo Delfin,Unnamed: 0,"41,89",Unnamed: 1
"4 Alvarino, Ignacio",12,Club Nacional Nueva Helvecia,,"41,90",
"5 Beron, Joaquin",12,Club Social y Deportivo Delfin,,"x43,86",
"6 Rodriguez, Joaquin",12,Club Nacional Nueva Helvecia,,"44,99",
"7 Leguizamon, Axel",12,Club Social y Deportivo Delfin,,"x45,51",
"8 Brun, Elias",12,Centro Sportivo Laureles,,"x45,86",
"9 Soba, Agustin",12,Club Atletico Esparta,,"45,92",
"10 Besson, Bautista",12,Carrasco Lawn Tennis Club,,"x48,09",
"11 Espinosa, Ian",12,Club Atletico Esparta,,"x48,71",
"12 Mederos, Benjamin",12,Club Nacional Nueva Helvecia,,"x49,45",
"13 Pereira, Anthony",12,Centro Sportivo Laureles,,"x49,81",
"14 Centena, Sebastian",12,Centro Sportivo Laureles,,"x50,48",
"15 Paez, Tomas",12,Carrasco Lawn Tennis Club,,"x51,39",
"16 Carballo, Nicolas",12,Piscinas Barriales DE Salto,,"56,71",
"--- Sonderegger, Ian",12,Club Atletico Esparta,,DQ,
,,,,,
Evento 81  Niños 12-13 50 CC Metro Estilo de Espalda,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Lagos, Mateo",13,Centro Sportivo Laureles,,"34,64",9
"2 Menini, Benjamin",13,Centro Sportivo Laureles,,"35,89",7
"3 Centurion, Maximo",12,Nadadores DE Young,,"38,36",6
"4 Faber, Joaquin",13,Centro Sportivo Laureles,,"x38,83",
"5 Terra, Matias",12,Carrasco Lawn Tennis Club,,"40,97",5
"6 Grassi, Jeronimo",13,Carrasco Lawn Tennis Club,,"41,41",4
"*7 Castillo, Mauricio",13,Club Social y Deportivo Delfin,,"41,89",2 .50
"*7 Castellanos, Benjamin",12,Club Social y Deportivo Delfin,,"41,89",2 .50
"9 Alvarino, Ignacio",12,Club Nacional Nueva Helvecia,,"41,90",1
"10 Beron, Joaquin",12,Club Social y Deportivo Delfin,,"x43,86",
"11 Ferres, Justino",13,Club Social y Deportivo Delfin,,"x44,76",
"12 Rodriguez, Joaquin",12,Club Nacional Nueva Helvecia,,"44,99",
"13 Leguizamon, Axel",12,Club Social y Deportivo Delfin,,"x45,51",
"14 Brun, Elias",12,Centro Sportivo Laureles,,"x45,86",
"15 Soba, Agustin",12,Club Atletico Esparta,,"45,92",
"16 García, Joaquín",13,Nadadores DE Young,,"47,91",
"17 Besson, Bautista",12,Carrasco Lawn Tennis Club,,"x48,09",
"18 Yohnatan, Casals",13,Club Atletico Esparta,,"48,28",
"19 Espinosa, Ian",12,Club Atletico Esparta,,"x48,71",
"20 Filipini, Miguel",13,Piscinas Barriales DE Salto,,"49,20",
"21 Mederos, Benjamin",12,Club Nacional Nueva Helvecia,,"x49,45",
"22 Pereira, Anthony",12,Centro Sportivo Laureles,,"x49,81",
"23 Restano, Jose Juan",13,Carrasco Lawn Tennis Club,,"x49,93",
"24 Centena, Sebastian",12,Centro Sportivo Laureles,,"x50,48",
"25 Rodriguez, Sergio",13,Club Social y Deportivo Delfin,,"x51,33",
"26 Paez, Tomas",12,Carrasco Lawn Tennis Club,,"x51,39",
"27 Canuti, Tomas",13,Carrasco Lawn Tennis Club,,"x51,58",
"28 Torres, Luciano",13,Club Atletico Esparta,,"x55,38",
"29 Carballo, Nicolas",12,Piscinas Barriales DE Salto,,"56,71",
"--- Sonderegger, Ian",12,Club Atletico Esparta,,DQ,
,,,,,
Evento 81  Niños 13 Años de Edad 50 CC Metro Estilo de Espalda,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,
"1 Lagos, Mateo",13,Centro Sportivo Laureles,,"34,64",
