"11 Stemphelet, Genaro",13,Nadadores DE Young,Unnamed: 0,"x1:49,83",Unnamed: 1
"12 Restano, Jose Juan",13,Carrasco Lawn Tennis Club,,"x1:50,22",
"13 Machado, Alan",13,Nadadores DE Young,,"x1:50,25",
"14 Yohnatan, Casals",13,Club Atletico Esparta,,"x1:50,73",
"15 Torres, Luciano",13,Club Atletico Esparta,,"x1:51,14",
"--- Quiroz, Max",13,Piscinas Barriales DE Salto,,DQ,
,,,,,
Evento 23  Mujeres 10 Años de Edad 50 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,
"1 Bianchini, Giulianna",10,Nadadores DE Young,,"49,27",
"2 Lemes, Matilda",10,Club Nacional Nueva Helvecia,,"49,69",
"3 Ameglio, Guadalupe",10,Carrasco Lawn Tennis Club,,"51,85",
"4 Cubas, Catalina",10,Carrasco Lawn Tennis Club,,"53,90",
"5 Baldomir, Mora",10,Carrasco Lawn Tennis Club,,"x54,58",
"6 Irigoyen, Ema",10,Club Nacional Nueva Helvecia,,"54,91",
"7 Krusse, Valentina",10,Nadadores DE Young,,"56,01",
"8 Centurion, Isabella",10,Nadadores DE Young,,"x56,21",
"9 Benavides, Emilia",10,Club Social y Deportivo Delfin,,"1:00,20",
"10 Zapata, Renata",10,Club Social y Deportivo Delfin,,"1:01,01",
"11 Garbarino, Olivia",10,Centro Sportivo Laureles,,"1:01,24",
"12 Gadea, Elena",10,Club Nacional Nueva Helvecia,,"x1:02,60",
"13 Moreira, Luana",10,Club Social y Deportivo Delfin,,"x1:04,53",
"14 Malan, Clara",10,Club Atletico Esparta,,"1:05,08",
"15 Bosco, Ana Julia",10,Centro Sportivo Laureles,,"1:05,68",
"16 Mendiondo, Paula",10,Centro Sportivo Laureles,,"x1:21,13",
,,,,,
Evento 24  Hombres 10 Años de Edad 50 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,
"1 Barrett, Joaquin",10,Club Social y Deportivo Delfin,,"51,00",
"2 Frick, Cipriano",10,Carrasco Lawn Tennis Club,,"53,61",
"3 Sonderegger, Thiago",10,Club Atletico Esparta,,"53,85",
"4 Sobrino, Lorenzo",10,Club Social y Deportivo Delfin,,"53,94",
"5 Daghero, Genaro",10,Club Nacional Nueva Helvecia,,"54,11",
"6 Kaplan, Lucas",10,Carrasco Lawn Tennis Club,,"57,98",
"7 Storace, Juan",10,Carrasco Lawn Tennis Club,,"x58,03",
"8 Vera Fostel, Santiago",10,Club Nacional Nueva Helvecia,,"1:01,99",
"9 Pintos, Ignacio",10,Nadadores DE Young,,"1:02,25",
"10 Solari, Benjamin",10,Nadadores DE Young,,"1:07,08",
"11 Tiscornia, Santino",10,Centro Sportivo Laureles,,"1:17,26",
"12 Comando, Zuriel",10,Club Social y Deportivo Delfin,,"x1:17,68",
"13 Burgos, Nicolas",10,Centro Sportivo Laureles,,"1:25,35",
"14 Dati, Benicio",10,Centro Sportivo Laureles,,"x1:27,35",
,,,,,
Evento 25  Mujeres 11 Años de Edad 50 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Viera, Nataly",11,Club Nacional Nueva Helvecia,,"47,87",9
"2 Frascheri, Lara",11,Centro Sportivo Laureles,,"49,20",7
"3 Diaz, Selene",11,Club Nacional Nueva Helvecia,,"49,52",6
"4 Trigo, Julia",11,Club Social y Deportivo Delfin,,"50,30",5
"5 De Giovi, Sabrina",11,Centro Sportivo Laureles,,"50,54",4
"6 Hernandez, Juliana",11,Club Nacional Nueva Helvecia,,"x50,63",
"7 Fleurquin, María",11,Carrasco Lawn Tennis Club,,"53,11",3
