"10 Paez, Tomas",12,Carrasco Lawn Tennis Club,Unnamed: 0,"x37,96",Unnamed: 1
"11 Espinosa, Ian",12,Club Atletico Esparta,,"x38,64",
"12 Hernandez, Andres",12,Club Nacional Nueva Helvecia,,"x39,18",
"13 Yaquinta, Salvador",12,Carrasco Lawn Tennis Club,,"x40,06",
"14 Centena, Sebastian",12,Centro Sportivo Laureles,,"x40,92",
"15 Crevoisier, Bruno",12,Nadadores DE Young,,"x43,75",
"16 Pereira, Anthony",12,Centro Sportivo Laureles,,"x45,47",
"17 Hartwich, German",12,Nadadores DE Young,,"x46,33",
"18 Reyes, Ignacio",12,Club Atletico Esparta,,"x50,33",
"--- Carballo, Nicolas",12,Piscinas Barriales DE Salto,,DQ,
,,,,,
Evento 61  Niños 12-13 50 CC Metro Estilo Libre,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Menini, Benjamin",13,Centro Sportivo Laureles,,"29,59",9
"2 Lagos, Mateo",13,Centro Sportivo Laureles,,"30,00",7
"3 Centurion, Maximo",12,Nadadores DE Young,,"30,33",6
"4 Quiroz, Max",13,Piscinas Barriales DE Salto,,"31,98",5
"5 Ferres, Justino",13,Club Social y Deportivo Delfin,,"33,21",4
"6 Beron, Joaquin",12,Club Social y Deportivo Delfin,,"33,26",3
"7 Faber, Joaquin",13,Centro Sportivo Laureles,,"x33,73",
"8 Grassi, Jeronimo",13,Carrasco Lawn Tennis Club,,"33,78",2
"9 Malsenido, Maximiliano",12,Club Social y Deportivo Delfin,,"x34,02",
"10 Alvarino, Ignacio",12,Club Nacional Nueva Helvecia,,"34,13",1
"11 Terra, Matias",12,Carrasco Lawn Tennis Club,,"34,54",
"12 García, Joaquín",13,Nadadores DE Young,,"34,98",
"13 Fuentes, Geronimo",12,Club Atletico Esparta,,"35,32",
"14 Castellanos, Benjamin",12,Club Social y Deportivo Delfin,,"x35,95",
"15 Rodriguez, Joaquin",12,Club Nacional Nueva Helvecia,,"36,40",
"16 Castillo, Mauricio",13,Club Social y Deportivo Delfin,,"x36,45",
"17 Brun, Elias",12,Centro Sportivo Laureles,,"x36,60",
"18 Canuti, Tomas",13,Carrasco Lawn Tennis Club,,"x37,78",
"19 Paez, Tomas",12,Carrasco Lawn Tennis Club,,"x37,96",
"20 Chaquiriand, Mauro",13,Club Nacional Nueva Helvecia,,"x38,30",
"21 Torres, Luciano",13,Club Atletico Esparta,,"38,51",
"22 Espinosa, Ian",12,Club Atletico Esparta,,"x38,64",
"23 Yohnatan, Casals",13,Club Atletico Esparta,,"x39,01",
"24 Rodriguez, Sergio",13,Club Social y Deportivo Delfin,,"x39,07",
"25 Hernandez, Andres",12,Club Nacional Nueva Helvecia,,"x39,18",
"26 Filipini, Miguel",13,Piscinas Barriales DE Salto,,"39,46",
"27 Yaquinta, Salvador",12,Carrasco Lawn Tennis Club,,"x40,06",
"28 Stemphelet, Genaro",13,Nadadores DE Young,,"x40,33",
"29 Restano, Jose Juan",13,Carrasco Lawn Tennis Club,,"x40,81",
"30 Centena, Sebastian",12,Centro Sportivo Laureles,,"x40,92",
"31 Machado, Alan",13,Nadadores DE Young,,"x42,02",
"32 Crevoisier, Bruno",12,Nadadores DE Young,,"x43,75",
"33 Morales, Gael",13,Club Atletico Esparta,,"x44,67",
"34 Pereira, Anthony",12,Centro Sportivo Laureles,,"x45,47",
"35 Hartwich, German",12,Nadadores DE Young,,"x46,33",
"36 Reyes, Ignacio",12,Club Atletico Esparta,,"x50,33",
"--- Carballo, Nicolas",12,Piscinas Barriales DE Salto,,DQ,
