"--- Pereira, Anthony",12,Centro Sportivo Laureles,Unnamed: 0,DQ,Unnamed: 1
"--- Heredia, Patic",12,Piscinas Barriales DE Salto,,DQ,
,,,,,
Evento 22  Niños 12-13 100 CC Metro CI,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Menini, Benjamin",13,Centro Sportivo Laureles,,"1:18,94",9
"2 Lagos, Mateo",13,Centro Sportivo Laureles,,"1:21,37",7
"3 Centurion, Maximo",12,Nadadores DE Young,,"1:22,10",6
"4 Faber, Joaquin",13,Centro Sportivo Laureles,,"x1:27,69",
"5 Grassi, Jeronimo",13,Carrasco Lawn Tennis Club,,"1:27,96",5
"6 Ferres, Justino",13,Club Social y Deportivo Delfin,,"1:28,29",4
"7 Beron, Joaquin",12,Club Social y Deportivo Delfin,,"1:32,81",3
"8 Alvarino, Ignacio",12,Club Nacional Nueva Helvecia,,"1:33,95",2
"9 Castellanos, Benjamin",12,Club Social y Deportivo Delfin,,"x1:34,59",
"10 Fuentes, Geronimo",12,Club Atletico Esparta,,"1:35,22",1
"11 Terra, Matias",12,Carrasco Lawn Tennis Club,,"1:37,41",
"12 Vera, Sebastian",12,Club Nacional Nueva Helvecia,,"1:38,60",
"13 Amarillo, Felipe",12,Club Social y Deportivo Delfin,,"x1:38,81",
"14 Castillo, Mauricio",13,Club Social y Deportivo Delfin,,"x1:39,52",
"15 Canuti, Tomas",13,Carrasco Lawn Tennis Club,,"x1:41,06",
"16 García, Joaquín",13,Nadadores DE Young,,"1:42,16",
"17 Mederos, Benjamin",12,Club Nacional Nueva Helvecia,,"x1:43,14",
"18 Chaquiriand, Mauro",13,Club Nacional Nueva Helvecia,,"x1:46,35",
"19 Centena, Sebastian",12,Centro Sportivo Laureles,,"x1:46,89",
"20 Rodriguez, Sergio",13,Club Social y Deportivo Delfin,,"x1:46,93",
"21 Soba, Agustin",12,Club Atletico Esparta,,"1:47,74",
"22 Stemphelet, Genaro",13,Nadadores DE Young,,"x1:49,83",
"23 Restano, Jose Juan",13,Carrasco Lawn Tennis Club,,"x1:50,22",
"24 Machado, Alan",13,Nadadores DE Young,,"x1:50,25",
"25 Besson, Bautista",12,Carrasco Lawn Tennis Club,,"x1:50,29",
"26 Brun, Elias",12,Centro Sportivo Laureles,,"x1:50,42",
"27 Yohnatan, Casals",13,Club Atletico Esparta,,"x1:50,73",
"28 Torres, Luciano",13,Club Atletico Esparta,,"x1:51,14",
"--- Daruech, Stefano",12,Club Atletico Esparta,,DQ,
"--- Carballo, Nicolas",12,Piscinas Barriales DE Salto,,DQ,
"--- Paez, Tomas",12,Carrasco Lawn Tennis Club,,DQ,
"--- Heredia, Patic",12,Piscinas Barriales DE Salto,,DQ,
"--- Quiroz, Max",13,Piscinas Barriales DE Salto,,DQ,
"--- Pereira, Anthony",12,Centro Sportivo Laureles,,DQ,
,,,,,
Evento 22  Niños 13 Años de Edad 100 CC Metro CI,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,
"1 Menini, Benjamin",13,Centro Sportivo Laureles,,"1:18,94",
"2 Lagos, Mateo",13,Centro Sportivo Laureles,,"1:21,37",
"3 Faber, Joaquin",13,Centro Sportivo Laureles,,"x1:27,69",
"4 Grassi, Jeronimo",13,Carrasco Lawn Tennis Club,,"1:27,96",
"5 Ferres, Justino",13,Club Social y Deportivo Delfin,,"1:28,29",
"6 Castillo, Mauricio",13,Club Social y Deportivo Delfin,,"x1:39,52",
"7 Canuti, Tomas",13,Carrasco Lawn Tennis Club,,"x1:41,06",
"8 García, Joaquín",13,Nadadores DE Young,,"1:42,16",
"9 Chaquiriand, Mauro",13,Club Nacional Nueva Helvecia,,"x1:46,35",
"10 Rodriguez, Sergio",13,Club Social y Deportivo Delfin,,"x1:46,93",
