"1 Coll, Sebastian",15,Centro Sportivo Laureles,Unnamed: 0,"2:20,14",9
"2 Paez, Juan Pedro",15,Carrasco Lawn Tennis Club,,"2:22,63",7
"3 Martinez, Ignacio",14,Club Social y Deportivo Delfin,,"2:23,16",6
"4 Cubas, Baltasar",14,Carrasco Lawn Tennis Club,,"2:26,73",5
"5 Gandulfo, Mateo",15,Centro Sportivo Laureles,,"2:26,93",4
"6 Biardo, Benjamin",15,Club Social y Deportivo Delfin,,"2:33,01",3
"7 Sposito, Valentino",15,Carrasco Lawn Tennis Club,,"x2:33,06",
"8 Ferres, Benjamin",14,Club Social y Deportivo Delfin,,"x2:35,47",
"9 Salayeta, Santiago",15,Piscinas Barriales DE Salto,,"2:35,54",2
"10 Sonderegger, Paulino",15,Club Nacional Nueva Helvecia,,"2:38,07",1
"11 Llovinsky, Juan",15,Piscinas Barriales DE Salto,,"2:39,08",
"12 Dati, Genaro",15,Centro Sportivo Laureles,,"x2:39,38",
"13 Irigoyen, Tomas",14,Club Nacional Nueva Helvecia,,"2:43,03",
"14 Chivel, Thiago",15,Piscinas Barriales DE Salto,,"x2:57,29",
"15 Hernandez, Mateo",14,Club Nacional Nueva Helvecia,,"x3:06,69",
,,,,,
Evento 72  Mujeres 19 & Mayores 100 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Hernandez, Florencia",29,Club Social y Deportivo Delfin,,"1:25,93",9
"2 Lopez, Selena",19,Club Nacional Nueva Helvecia,,"1:26,59",7
"3 Salvatierra, Magdalena",20,Nadadores DE Young,,"1:29,84",6
"4 Jorcin, Valentina",24,Carrasco Lawn Tennis Club,,"1:29,94",5
"5 Rossotti, Lucia",21,Club Social y Deportivo Delfin,,"1:31,70",4
"6 Quincke, Milena",23,Centro Sportivo Laureles,,"1:32,73",3
"7 Voelker, Julieta",22,Centro Sportivo Laureles,,"1:32,75",2
"8 Vila, Isabel",19,Nadadores DE Young,,"1:35,02",1
"9 Sierra, Florencia",27,Centro Sportivo Laureles,,"x1:35,07",
"10 Cufre, María Lucía",22,Club Nacional Nueva Helvecia,,"1:36,21",
"11 Molina, Yania",19,Club Atletico Esparta,,"1:38,53",
"12 Diaz, Lucia",19,Carrasco Lawn Tennis Club,,"1:39,16",
,,,,,
Evento 73  Hombres 19 & Mayores 100 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Batiste, Nestor",29,Club Atletico Esparta,,"1:08,07",9
"2 Uria, Juan",32,Carrasco Lawn Tennis Club,,"1:11,33",7
"3 Batiste, Fabrizio",23,Club Atletico Esparta,,"1:12,98",6
"4 Jorcin, Santiago",19,Carrasco Lawn Tennis Club,,"1:15,40",5
"5 Chiancone, Nicolas",31,Carrasco Lawn Tennis Club,,"x1:16,12",
"6 Iglesias, Darwin",30,Club Nacional Nueva Helvecia,,"1:17,29",4
"7 Rostan, Gaston",29,Club Social y Deportivo Delfin,,"1:17,43",3
"8 Fanetti, Ignacio",20,Club Social y Deportivo Delfin,,"1:17,57",2
"9 Ferreira, Francisco",21,Club Social y Deportivo Delfin,,"x1:17,83",
"10 Font, Emanuel",20,Club Nacional Nueva Helvecia,,"1:18,66",1
"11 Appoloni, Eduardo",37,Club Nacional Nueva Helvecia,,"x1:20,50",
"12 Acosta, Caio",32,Centro Sportivo Laureles,,"1:20,78",
"13 Mendiondo, Federico",22,Centro Sportivo Laureles,,"1:23,19",
"14 Silveira, Agustin",23,Club Atletico Esparta,,"x1:24,67",
"15 Ritez, Mateo",22,Nadadores DE Young,,"1:27,17",
"16 Estigarriba, Martin",35,Nadadores DE Young,,"1:30,22",
"17 Peruchena, Nicolas",28,Piscinas Barriales DE Salto,,"1:31,12",
