"14 Vazquez, Pierina",14,Club Social y Deportivo Delfin,Unnamed: 0,"x35,81",Unnamed: 1
"15 Negrin, Martina",14,Club Atletico Esparta,,"37,51",
"16 Sosa, Candela",14,Piscinas Barriales DE Salto,,"37,53",
"17 Hernandez, Mia",14,Club Atletico Esparta,,"x41,40",
"18 Casavalle, Nathali",14,Piscinas Barriales DE Salto,,"x41,99",
"19 Piriz, Silvina",14,Club Nacional Nueva Helvecia,,"x44,09",
"20 Furtado, Camila",14,Nadadores DE Young,,"48,48",
,,,,,
Evento 38  Hombres 14-15 50 CC Metro Estilo Libre,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Paez, Juan Pedro",15,Carrasco Lawn Tennis Club,,"27,50",9
"2 Coll, Sebastian",15,Centro Sportivo Laureles,,"27,69",7
"3 Sonderegger, Paulino",15,Club Nacional Nueva Helvecia,,"29,01",6
"4 Voelker, Felipe",15,Centro Sportivo Laureles,,"29,19",5
"5 Martinez, Ignacio",14,Club Social y Deportivo Delfin,,"29,85",4
"6 Llovinsky, Juan",15,Piscinas Barriales DE Salto,,"29,94",3
"7 Gandulfo, Mateo",15,Centro Sportivo Laureles,,"x29,95",
"8 Ferres, Benjamin",14,Club Social y Deportivo Delfin,,"30,14",2
"9 Cubas, Baltasar",14,Carrasco Lawn Tennis Club,,"30,22",1
"10 Soto, Tiziano",14,Piscinas Barriales DE Salto,,"30,31",
"11 Demasi, Valentino",15,Club Social y Deportivo Delfin,,"x30,44",
"12 Salayeta, Santiago",15,Piscinas Barriales DE Salto,,"x30,94",
"13 Sposito, Valentino",15,Carrasco Lawn Tennis Club,,"x31,17",
"14 Irigoyen, Tomas",14,Club Nacional Nueva Helvecia,,"32,06",
"15 García, Santiago",15,Club Atletico Esparta,,"32,25",
"16 Lepratti, Benjamin",14,Club Nacional Nueva Helvecia,,"x33,78",
"17 García, Facundo",14,Club Atletico Esparta,,"34,57",
"18 Benitez, Clemente",14,Nadadores DE Young,,"34,93",
"19 Medina, Tomas",14,Nadadores DE Young,,"38,86",
"20 Laborda, Benjamin",14,Nadadores DE Young,,"x38,89",
,,,,,
Evento 39  Niñas 12 Años de Edad 50 CC Metro Estilo de Mariposa,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,
"1 Yaquinta, Guadalupe",12,Carrasco Lawn Tennis Club,,"37,92",
"2 Flores, Luana",12,Club Social y Deportivo Delfin,,"39,64",
"3 Dornel, Matilda",12,Club Social y Deportivo Delfin,,"42,31",
"4 Sagari, Belen",12,Centro Sportivo Laureles,,"43,07",
"5 Dondo, Federica",12,Carrasco Lawn Tennis Club,,"x43,40",
"6 Piriz, Ines",12,Club Nacional Nueva Helvecia,,"44,06",
"7 Vieito, Luzmila",12,Club Nacional Nueva Helvecia,,"x46,51",
"8 Monterroso, Ines",12,Carrasco Lawn Tennis Club,,"x48,13",
"9 DE Souza, Guadalupe",12,Centro Sportivo Laureles,,"x48,43",
"10 Ferrer, Paulina",12,Centro Sportivo Laureles,,"x48,65",
"11 Latorre, Julieta",12,Club Social y Deportivo Delfin,,"x49,81",
"12 Bianchini, Anabela",12,Nadadores DE Young,,"50,79",
"13 Martens, Solange",12,Club Nacional Nueva Helvecia,,"x51,23",
"14 Gonzalez, Emilia",12,Nadadores DE Young,,"x1:03,85",
"15 Caballero, Lara",12,Nadadores DE Young,,"x1:07,40",
,,,,,
Evento 39  Niñas 12-13 50 CC Metro Estilo de Mariposa,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
