"1 Menini, Benjamin",13,Centro Sportivo Laureles,Unnamed: 0,"29,59",Unnamed: 1
"2 Lagos, Mateo",13,Centro Sportivo Laureles,,"30,00",
"3 Quiroz, Max",13,Piscinas Barriales DE Salto,,"31,98",
"4 Ferres, Justino",13,Club Social y Deportivo Delfin,,"33,21",
"5 Faber, Joaquin",13,Centro Sportivo Laureles,,"x33,73",
"6 Grassi, Jeronimo",13,Carrasco Lawn Tennis Club,,"33,78",
"7 García, Joaquín",13,Nadadores DE Young,,"34,98",
"8 Castillo, Mauricio",13,Club Social y Deportivo Delfin,,"x36,45",
"9 Canuti, Tomas",13,Carrasco Lawn Tennis Club,,"x37,78",
"10 Chaquiriand, Mauro",13,Club Nacional Nueva Helvecia,,"x38,30",
"11 Torres, Luciano",13,Club Atletico Esparta,,"38,51",
"12 Yohnatan, Casals",13,Club Atletico Esparta,,"x39,01",
"13 Rodriguez, Sergio",13,Club Social y Deportivo Delfin,,"x39,07",
"14 Filipini, Miguel",13,Piscinas Barriales DE Salto,,"39,46",
"15 Stemphelet, Genaro",13,Nadadores DE Young,,"x40,33",
"16 Restano, Jose Juan",13,Carrasco Lawn Tennis Club,,"x40,81",
"17 Machado, Alan",13,Nadadores DE Young,,"x42,02",
"18 Morales, Gael",13,Club Atletico Esparta,,"x44,67",
,,,,,
Evento 62  Mujeres 16-18 100 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Vidiella, Felicia",17,Carrasco Lawn Tennis Club,,"1:32,12",9
"2 Silvera, Valentina",18,Club Nacional Nueva Helvecia,,"1:32,40",7
"3 Vidiella, Federica",17,Carrasco Lawn Tennis Club,,"1:33,16",6
"4 Velazquez, Federica",18,Club Nacional Nueva Helvecia,,"1:35,18",5
"5 Buffoni, Angelina",17,Club Nacional Nueva Helvecia,,"x1:36,77",
"6 Keiran, Pia",18,Centro Sportivo Laureles,,"1:38,46",4
"7 Bizoza, Maia",17,Club Atletico Esparta,,"1:40,25",3
"8 Keiran, Julieta",17,Centro Sportivo Laureles,,"1:41,97",2
"9 Koster, Emilia",16,Club Social y Deportivo Delfin,,"1:42,36",1
"10 Centurion, Matilde",18,Club Atletico Esparta,,"1:42,53",
"11 Sonderegger, Anika",17,Club Atletico Esparta,,"x1:42,69",
"12 Zecca, Natalia",16,Club Social y Deportivo Delfin,,"1:42,79",
"13 Delfino, Florencia",18,Centro Sportivo Laureles,,"x1:46,05",
"14 Rodriguez Luis, Candelaria",16,Carrasco Lawn Tennis Club,,"x1:46,77",
"15 De Los Santos, Delfina",17,Piscinas Barriales DE Salto,,"1:48,03",
"16 Heredia, Magdalena",17,Piscinas Barriales DE Salto,,"1:55,63",
"--- Derregibus, Celeste",16,Piscinas Barriales DE Salto,,DQ,
,,,,,
Evento 63  Hombres 16-18 100 CC Metro Estilo de Pecho,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Puyol, Caio",18,Club Social y Deportivo Delfin,,"1:20,27",9
"2 Silvera, Emiliano",17,Club Nacional Nueva Helvecia,,"1:20,41",7
"3 Grassi, Valentin",16,Carrasco Lawn Tennis Club,,"1:22,26",6
"4 Imken, Diego",18,Club Social y Deportivo Delfin,,"1:24,05",5
"5 Buscio, Agustino",17,Club Social y Deportivo Delfin,,"x1:24,29",
"6 Seigal, Pedro",18,Carrasco Lawn Tennis Club,,"1:24,52",4
"7 Bordoli, Felipe",18,Centro Sportivo Laureles,,"1:27,76",3
"8 Stemphet, Iann Paul",17,Club Atletico Esparta,,"1:28,98",2
"9 Silveira, Valentin",17,Piscinas Barriales DE Salto,,"1:31,73",1
"10 Demaria, Aaron",17,Club Nacional Nueva Helvecia,,"1:32,84",
