"8 Kobar, Benjamin",11,Piscinas Barriales DE Salto,Unnamed: 0,"52,47",2
"9 Gardiol, Juan",11,Club Atletico Esparta,,"52,76",1
"10 Mantinian, Timoteo",11,Centro Sportivo Laureles,,"53,18",
"11 Moris, Benjamin",11,Carrasco Lawn Tennis Club,,"x53,75",
"12 Alvarez, Federico",11,Centro Sportivo Laureles,,"54,14",
"13 Hernandez, Juan Pedro",11,Club Atletico Esparta,,"56,77",
"14 Faber, Francisco",11,Centro Sportivo Laureles,,"x59,32",
"--- Domini, Facundo",11,Club Atletico Esparta,,DQ,
"--- Schmidt, Bruce",11,Club Nacional Nueva Helvecia,,DQ,
,,,,,
Evento 47  Mujeres 19 & Mayores 50 CC Metro Estilo Libre,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Rossotti, Lucia",21,Club Social y Deportivo Delfin,,"29,79",9
"*2 Mott, Priscila",27,Club Social y Deportivo Delfin,,"29,94",6  .50
"*2 Gonzalez, Lucia",27,Centro Sportivo Laureles,,"29,94",6  .50
"4 Rovella, María Paz",25,Carrasco Lawn Tennis Club,,"30,13",5
"5 Kulik, Guadalupe",20,Centro Sportivo Laureles,,"30,14",4
"6 Voelker, Julieta",22,Centro Sportivo Laureles,,"x30,67",
"7 Hernandez, Florencia",29,Club Social y Deportivo Delfin,,"x31,30",
"8 Vila, Isabel",19,Nadadores DE Young,,"31,55",3
"9 Lopez, Selena",19,Club Nacional Nueva Helvecia,,"31,56",2
"10 Diaz, Lucia",19,Carrasco Lawn Tennis Club,,"31,95",1
"11 Tobia, Maria Eugenia",19,Piscinas Barriales DE Salto,,"32,06",
"12 Salvatierra, Magdalena",20,Nadadores DE Young,,"32,13",
"13 Jorcin, Valentina",24,Carrasco Lawn Tennis Club,,"x32,47",
"14 Lepratti, Manuela",19,Club Nacional Nueva Helvecia,,"32,61",
"15 Suarez, Aldana",19,Nadadores DE Young,,"x33,58",
"16 Nocetti, Catalina",20,Club Nacional Nueva Helvecia,,"x34,05",
"17 Nario, Antonella",19,Club Atletico Esparta,,"37,59",
"18 Molina, Yania",19,Club Atletico Esparta,,"37,64",
,,,,,
Evento 48  Hombres 19 & Mayores 50 CC Metro Estilo Libre,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Wansart, Erik",26,Carrasco Lawn Tennis Club,,"24,66",9
"2 Chiancone, Federico",29,Carrasco Lawn Tennis Club,,"25,17",7
"3 Uria, Juan",32,Carrasco Lawn Tennis Club,,"x25,46",
"4 Ferreira, Francisco",21,Club Social y Deportivo Delfin,,"25,57",6
"5 Castroman, Santiago",19,Nadadores DE Young,,"26,37",5
"6 Rostan, Gaston",29,Club Social y Deportivo Delfin,,"26,86",4
"7 Pessi, Lucas",19,Centro Sportivo Laureles,,"27,00",3
"8 Quincke, Tomas",21,Centro Sportivo Laureles,,"27,32",2
"9 Fanetti, Ignacio",20,Club Social y Deportivo Delfin,,"x27,51",
"10 Iglesias, Darwin",30,Club Nacional Nueva Helvecia,,"27,73",1
"11 Ritez, Mateo",22,Nadadores DE Young,,"27,76",
"12 Cabrera, Miguel",24,Club Atletico Esparta,,"27,82",
"13 Perez, Andres",26,Nadadores DE Young,,"x28,02",
"14 Bordoli, Manuel",21,Centro Sportivo Laureles,,"x28,35",
"15 Plavan, Aaron",21,Club Nacional Nueva Helvecia,,"28,80",
"16 Peruchena, Nicolas",28,Piscinas Barriales DE Salto,,"28,81",
"17 Quintana, Guzman",22,Club Atletico Esparta,,"31,47",
"18 Bizoza, Joaquin",25,Club Atletico Esparta,,"x31,86",
"--- Urtazu, Agustín",25,Club Nacional Nueva Helvecia,,DQ,
