"1 Mott, Priscila",27,Club Social y Deportivo Delfin,Unnamed: 0,"2:50,95",9
"2 Hernandez, Florencia",29,Club Social y Deportivo Delfin,,"2:53,02",7
"3 Gonzalez, Lucia",27,Centro Sportivo Laureles,,"2:54,73",6
"4 Voelker, Julieta",22,Centro Sportivo Laureles,,"2:54,95",5
"5 Lopez, Selena",19,Club Nacional Nueva Helvecia,,"2:55,19",4
"6 Koster, Valentina",20,Club Social y Deportivo Delfin,,"x2:55,84",
"7 Jorcin, Valentina",24,Carrasco Lawn Tennis Club,,"2:56,39",3
"8 Rovella, María Paz",25,Carrasco Lawn Tennis Club,,"2:57,33",2
"9 Suarez, Aldana",19,Nadadores DE Young,,"3:01,01",1
"10 Kulik, Guadalupe",20,Centro Sportivo Laureles,,"x3:03,32",
"11 Cufre, María Lucía",22,Club Nacional Nueva Helvecia,,"3:03,37",
"12 Tobia, Maria Eugenia",19,Piscinas Barriales DE Salto,,"3:03,58",
,,,,,
Evento 36  Hombres 19 & Mayores 200 CC Metro CI,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Uria, Juan",32,Carrasco Lawn Tennis Club,,"2:20,86",9
"2 Wansart, Erik",26,Carrasco Lawn Tennis Club,,"2:25,92",7
"3 Ferreira, Francisco",21,Club Social y Deportivo Delfin,,"2:26,00",6
"4 Batiste, Nestor",29,Club Atletico Esparta,,"2:26,99",5
"5 Font, Emanuel",20,Club Nacional Nueva Helvecia,,"2:31,82",4
"6 Rostan, Gaston",29,Club Social y Deportivo Delfin,,"2:36,02",3
"7 Batiste, Fabrizio",23,Club Atletico Esparta,,"2:36,92",2
"8 Fanetti, Ignacio",20,Club Social y Deportivo Delfin,,"x2:36,94",
"9 Rodriguez, Santiago",22,Club Nacional Nueva Helvecia,,"2:38,95",1
"10 Sosa, Juan Pedro",19,Carrasco Lawn Tennis Club,,"x2:39,28",
"11 Acosta, Caio",32,Centro Sportivo Laureles,,"2:41,70",
"12 Castroman, Nicolas",20,Nadadores DE Young,,"2:42,50",
"13 Pessi, Lucas",19,Centro Sportivo Laureles,,"2:44,00",
"14 Plavan, Aaron",21,Club Nacional Nueva Helvecia,,"x2:45,76",
"15 Estigarriba, Martin",35,Nadadores DE Young,,"2:49,47",
"16 Mendiondo, Federico",22,Centro Sportivo Laureles,,"x3:31,40",
,,,,,
Evento 37  Mujeres 14-15 50 CC Metro Estilo Libre,,,,,
Nombre,Edad,Equipo,,Tiempo de Finales,Puntos
"1 Ashby, Julieta",14,Centro Sportivo Laureles,,"30,85",9
"2 Ruggiero, Giuliana",15,Carrasco Lawn Tennis Club,,"31,87",7
"3 Mannise, Catalina",14,Nadadores DE Young,,"32,11",6
"4 Espindola, Aldana",15,Club Social y Deportivo Delfin,,"32,14",5
"5 Gonzalez, Sol",15,Centro Sportivo Laureles,,"32,15",4
"6 Hurst, Belen",14,Club Nacional Nueva Helvecia,,"33,16",3
"7 Martens, Eloisa",14,Club Nacional Nueva Helvecia,,"33,42",2
"8 Buscio, Emilia",14,Club Social y Deportivo Delfin,,"33,65",1
"9 Gomensoro, Malena",15,Carrasco Lawn Tennis Club,,"33,85",
"10 Borsani, Bianca",15,Centro Sportivo Laureles,,"x34,92",
"11 Machado, Eva",15,Piscinas Barriales DE Salto,,"35,07",
"12 Rodriguez, Luana",14,Club Atletico Esparta,,"35,14",
"13 Acuna, Federica",14,Carrasco Lawn Tennis Club,,"x35,19",
